year	page	range_definition
1921	55	new_member
1921	55	new_member
1921	55	new_member
1921	55	new_member
1921	55	new_member
1921	55	new_member
1921	55	new_member
1921	55	new_member
1921	55	new_member
1921	55	new_member
1921	55	new_member
1921	55	new_member
1921	55	new_member
1921	55	new_member
1921	55	new_member
